,AcresBurned,ArchiveYear,Counties,Extinguished,Location,Name,Started,Severity
1453,279,2019,Ventura,2019-09-05T08:14:00Z,3 miles northwest of Reyes Creek,Snail Fire,2019-09-01T17:37:43Z,0.000680154
1454,263,2019,Lassen,2019-07-06T07:49:00Z,"Snowstorm Rd, south of Ravendale",Snowstorm Fire,2019-07-05T16:37:04Z,0.000641149
1455,260,2019,Lassen,2019-09-11T18:30:00Z,"North of Fredonyer Peak, southwest of Termo",R-6 Fire,2019-09-06T13:20:00Z,0.000633836
1456,257,2019,Tulare,2019-06-11T14:48:00Z,"Off Rd 256 & Ave 220, east of Strathmore",Citrus Fire,2019-06-02T16:12:00Z,0.000626522
1457,250,2019,Riverside,2019-09-08T18:00:00Z,"Kangaroo Court and River Ridge Drive, Riverside ",Sycamore Fire,2019-09-07T20:31:46Z,0.000609457
1458,244,2019,Trinity,2019-09-18T12:17:00Z,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",Henthorne Fire,2019-09-05T09:25:00Z,0.00059483
1459,244,2019,Mariposa,,"McSwain Entrance and Lake McClure Rd, Hornitos",Lake Fire,2019-07-08T15:30:14Z,0.00059483
1460,240,2019,Alameda,,"Central Pkwy and Croak Rd, 4 miles east of Dublin",Harte Fire,2019-08-09T15:09:50Z,0.000585079
1461,227,2019,Siskiyou,2019-09-26T08:00:00Z,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",Kidder 2 Fire,2019-09-07T08:47:46Z,0.000553387
1462,225,2019,Mendocino,2019-08-17T18:15:00Z,Off Moose Rd & Bus McGall Rd northwest of Hopland,Moose Fire,2019-08-12T17:10:00Z,0.000548512
1463,220,2019,San Luis Obispo,2019-09-27T18:00:00Z,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",Lopez Fire,2019-09-21T14:26:00Z,0.000536322
1464,214,2019,Riverside,2019-06-30T15:51:00Z,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",Wolf Fire ,2019-06-29T12:54:13Z,0.000521695
1465,213,2019,Madera,2019-07-16T06:49:00Z,"Off Road 33 and Highway 145, Bonadelle",Madera Fire ,2019-07-15T18:19:31Z,0.000519258
1466,210,2019,Merced,2019-07-02T15:51:00Z,"Off of Merced Fall Road and La Grange Road, East of Snelling",Merced Fire ,2019-06-29T15:09:52Z,0.000511944
1467,210,2019,Santa Clara,2019-06-11T17:17:00Z,"Malech Rd & Bailey Rd, South San Jose",Malech Fire,2019-06-09T14:29:00Z,0.000511944
1468,208,2019,Kern,,"  I 5 and Diger Rd, South of Bakersfield",Tejon Fire,2019-07-21T15:30:17Z,0.000507068
1469,207,2019,Siskiyou,2019-06-24T16:56:00Z,"off Highway 96 and Lumgrey Road, West of Gottsville",Lumgrey Fire,2019-06-17T17:50:00Z,0.000504631
1470,202,2019,Stanislaus,2019-07-16T06:48:00Z,"Off of Milton Road and Highway 4, North of Oakdale ",Milton Fire ,2019-07-15T10:49:00Z,0.000492442
1471,200,2019,San Bernardino,2019-11-05T09:03:00Z,"off of W 59th and Hill Dr, in San Bernardino National Forest",Hillside Fire,2019-10-31T06:53:47Z,0.000487566
1472,200,2019,Contra Costa,2019-10-28T16:26:00Z,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",Cypress Complex,2019-10-27T08:50:23Z,0.000487566
1473,200,2019,Ventura,2019-10-12T18:00:00Z,"Olivas Park Drive, near the Buenaventura Golf Course",Olivas Fire,2019-10-11T15:57:10Z,0.000487566
1474,200,2019,San Diego,,Dehesa Road and Sloan Canyon Road,Dehesa Fire ,2019-09-24T15:00:00Z,0.000487566
1475,200,2019,Santa Barbara,2019-09-14T08:00:00Z,"McMurray Rd and Hwy 101, north of Buellton",McMurray Fire,2019-09-09T17:42:43Z,0.000487566
1476,193,2019,Lassen,2019-07-16T09:00:00Z,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",Doyle Fire,2019-07-14T14:02:31Z,0.000470501
1477,190,2019,Stanislaus,,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",Stuhr Fire ,2019-09-11T11:25:43Z,0.000463188
1478,190,2019,Monterey,2019-07-10T16:04:00Z,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",Sargent Fire,2019-07-09T21:43:36Z,0.000463188
1479,183,2019,Solano,,"Off Marshview Road and Highway 680, South of Cordelia ",Marshview Fire,2019-07-24T12:28:45Z,0.000446123
1480,172,2019,Kern,2019-05-08T08:48:00Z,Off Highway 166 at Wind Wolves Preserve,Vulcan Fire,2019-05-03T15:04:00Z,0.000419307
1481,167,2019,Riverside,2019-09-22T18:00:00Z,"Bautista Road and Tripp Flats, West of Lake Hemet",Bautista Fire,2019-09-15T20:13:05Z,0.000407117
1482,167,2019,San Benito,2019-09-03T07:11:00Z,"Panoche Road and New Idria Road, Paicines",Antelope Fire,2019-09-02T15:40:37Z,0.000407117
1483,161,2019,Kings,2019-06-24T11:45:00Z,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",York Fire,2019-04-28T22:20:00Z,0.000392491
1484,156,2019,Shasta,2019-08-17T18:43:00Z,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",Cottage Fire,2019-08-15T15:09:55Z,0.000380301
1485,156,2019,Los Angeles,2019-08-05T12:25:00Z,Off Interstate 5 & Templin Hwy,Five Fire,2019-08-03T17:01:15Z,0.000380301
1486,156,2019,San Bernardino,,"Chino Hils Parkway and Grand Avenue, Chino Hills",Star Fire,2019-07-28T13:20:11Z,0.000380301
1487,155,2019,Tulare,2019-06-11T14:48:00Z,"Off Spruce Rd & Myer Dr, east of Exeter",Spruce Fire,2019-06-01T15:49:00Z,0.000377864
1488,150,2019,Contra Costa,2019-10-28T16:30:00Z,"Commings Skyway and I-80, south of Crockett",Sky Fire ,2019-10-27T11:29:03Z,0.000365674
1489,150,2019,San Diego,,"Dehesa Road and Slone Canyon Road, Dehesa",Dehesa Fire,2019-07-28T19:51:55Z,0.000365674
1490,148,2019,Placer,2019-06-27T08:26:00Z,"Watt Ave & Dyer Road, northeast of Rio Linda",Dyer Fire,2019-06-26T22:43:07Z,0.000360799
1491,145,2019,San Bernardino,,near Old Waterman Canyon Road and Hwy 18. ,Old Water Fire,2019-10-24T04:53:17Z,0.000353485
1492,144,2019,Santa Clara,2019-06-11T14:40:00Z,"Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson",Canyon Fire,2019-05-30T16:19:00Z,0.000351047
1493,140,2019,Solano,2019-10-28T16:28:00Z,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",Glencove Fire ,2019-10-27T11:52:15Z,0.000341296
1494,139,2019,Alameda,2019-08-21T18:27:00Z,"Patterson Pass and Midway Road, west of Tracy",Patterson Fire,2019-08-21T17:56:05Z,0.000338858
1495,131,2019,Lassen,2019-08-27T10:44:00Z,"Off Highway 139  and Horselake Road, North of Susanville",Horse Fire,2019-08-24T16:33:58Z,0.000319356
1496,131,2019,Ventura,2019-07-15T14:10:00Z,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,South Fire ,2019-07-14T11:45:00Z,0.000319356
1497,130,2019,Lassen,,"Juniper Ridge Road and Juniper Tree Road, north of Ravendale",R-1 Fire,2019-08-07T17:21:13Z,0.000316918
1498,130,2019,Mendocino,,"Usal Creek and Usal Rd, west of Leggett",Usal Fire,2019-07-27T23:36:00Z,0.000316918
1499,130,2019,Riverside,2019-05-24T14:23:00Z,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",Shady Fire,2019-05-18T22:53:00Z,0.000316918
1500,128,2019,Santa Clara,2019-09-24T18:00:00Z,"Calaveras Rd and Felter Road, 5 miles northeast of Milpitas",Reservoir Fire,2019-09-21T11:49:00Z,0.000312042
1501,128,2019,Modoc,2019-07-20T09:05:00Z,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",Goose 2 Fire,2019-07-17T16:13:41Z,0.000312042
1502,121,2019,Fresno,2019-06-05T15:07:00Z," S. Hills Valley Road, north of Orange Cove",Hill Fire,2019-05-29T17:18:00Z,0.000294977
1503,120,2019,San Diego,2019-06-21T14:22:00Z,"one mile west of the DeLuz gate, Camp Pendleton",Weisgarber Fire,2019-06-20T14:56:00Z,0.00029254
1504,120,2019,San Luis Obispo,2019-06-11T17:18:00Z,Bitterwater Road East of Paso Robles,Bitter Fire ,2019-06-10T11:55:00Z,0.00029254
1505,115,2019,Kern,2019-05-08T08:47:00Z,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",Woody Fire,2019-04-30T18:37:00Z,0.00028035
1506,105,2019,Los Angeles,,"off of 120th Street  West and Coppermill Road, Lancaster ",West Fire ,2019-08-13T14:37:54Z,0.000255972
1507,103,2019,Modoc,2019-08-02T21:39:00Z,"County Road 48 and Highway 395, northeast of Alturas",Meadow Fire (Not a CAL FIRE incident),2019-08-02T16:53:18Z,0.000251096
1508,100,2019,Santa Barbara,2019-08-05T12:27:00Z,north of Lake Cachuma,Range Fire,2019-07-28T22:39:05Z,0.000243783
1509,100,2019,San Diego,2019-07-15T17:10:00Z,Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border,Border Fire,2019-07-12T13:20:39Z,0.000243783
1510,98,2019,Riverside,2019-09-22T17:00:00Z,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",Kennedy Fire,2019-09-21T17:22:00Z,0.000238907
1511,97,2019,San Diego,2019-10-28T19:31:00Z,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",Sawday Fire ,2019-10-25T10:52:04Z,0.000236469
1512,96,2019,Riverside,2019-07-13T15:13:00Z,27000 block of Orange Avenue in Nuevo,Orange fire,2019-07-13T10:36:00Z,0.000234032
1513,95,2019,San Luis Obispo,,"Off Highway 166  and Highway 101, North of Santa Maria",Thompson Fire ,2019-07-24T20:09:59Z,0.000231594
1514,94,2019,Riverside,2019-08-06T18:42:00Z,"26000 Block El Toro Road, North of Lake Elsinore",Toro Fire ,2019-08-05T15:36:23Z,0.000229156
1515,91,2019,Ventura,,"Potrero Rd and S Wendy Dr, Newbury Park",Wendy Fire,2019-10-10T21:28:58Z,0.000221842
1516,91,2019,Siskiyou,,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",Bar Fire,2019-09-15T15:52:00Z,0.000221842
1517,90,2019,San Joaquin,,"west Lower Jones Road, west of the Community of Slough ",Whiskey Fire,2019-07-16T18:44:15Z,0.000219405
1518,90,2019,Shasta,2019-06-26T06:00:00Z,"Trinity Alps Vista Road and Bland Road, southwest of Ono",Trinity Fire,2019-06-26T15:35:00Z,0.000219405
1519,85,2019,El Dorado,2019-09-06T07:24:00Z,"Highway 193 and Penobscot Rd, east of Cool",Country Fire,2019-09-03T14:57:31Z,0.000207215
1520,84,2019,Sacramento,2019-08-02T14:03:00Z,"Off Twin Cities Road and Clay Station Road, Northeast of Herald ",Browns Fire,2019-08-02T09:23:00Z,0.000204778
1521,83,2019,Tuolumne,2019-09-24T10:21:00Z,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",Tulloch Fire,2019-09-23T15:55:57Z,0.00020234
1522,83,2019,Siskiyou,,"Tree of Heaven Campground, east of Gottsville",Tree Fire,2019-07-27T10:15:00Z,0.00020234
1523,81,2019,Solano,2019-08-13T18:00:00Z,"Off of Timm Road and Allendale Road, South of Winters ",Timm Fire ,2019-08-13T15:41:24Z,0.000197464
1524,81,2019,San Bernardino,,"Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley",Milpas Fire,2019-07-22T19:45:27Z,0.000197464
1525,81,2019,Riverside,2019-07-17T21:29:00Z,Highway 371 near Lake Riverside Drive,Meadow Fire,2019-07-16T13:45:43Z,0.000197464
1526,80,2019,Butte,2019-10-24T17:15:00Z,Between Durham and Richvale,Nelson Fire ,2019-10-24T14:43:10Z,0.000195026
1527,80,2019,Riverside,2019-08-25T13:00:00Z,near Northbound Intestate 15 and Temescal Canyon,Ivy Fire,2019-08-25T10:58:28Z,0.000195026
1528,80,2019,San Diego,2019-08-16T18:44:00Z,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",Border 9 Fire,2019-08-15T16:24:24Z,0.000195026
1529,80,2019,Santa Clara,,"Off of Kahler Court and Felter Road, East of Milpitas",Sweigert Fire ,2019-07-24T20:01:44Z,0.000195026
1530,80,2019,Riverside,2019-07-17T10:00:00Z,"Lincoln St and Ave 66, Mecca, 6 miles south of Coachella",Lincoln Fire,2019-07-12T17:15:31Z,0.000195026
1531,80,2019,Yuba,2019-06-25T13:50:00Z,"off Scott Forbes Rd, 5 miles east of Browns Valley",Scott Fire,2019-06-25T13:51:09Z,0.000195026
1532,80,2019,Yuba,2019-06-24T18:30:00Z,"off Scott Forbes Rd, 5 miles east of Browns Valley",Scott Fire,2019-06-24T11:57:00Z,0.000195026
1533,75,2019,Lake,2019-11-06T18:30:00Z,"Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake",Eagle Fire,2019-11-05T06:52:14Z,0.000182837
1534,74,2019,Santa Clara,2019-07-02T18:32:00Z,Northbound US 101 at Coyote Creek Golf Drive in San Jose,Coyote Fire,2019-07-02T16:10:02Z,0.000180399
1535,70,2019,Yuba,2019-06-17T08:34:00Z,"Highway 20 & E 22nd Street, in Marysville",Levee Fire,2019-06-08T13:07:00Z,0.000170648
1536,68,2019,Tehama,2019-10-09T12:39:00Z,"Inghram Road, South Corning",Corning Fire ,2019-10-09T08:31:40Z,0.000165772
1537,67,2019,Marin,,"Highway 1 and Panoramic Hwy, Stinson Beach",Muir Fire,2019-10-24T12:15:33Z,0.000163335
1538,67,2019,Calaveras,,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",Lynette Fire,2019-09-22T18:25:56Z,0.000163335
1539,66,2019,Monterey,2019-09-02T10:08:00Z,"Jolon Road and New Pleyto Road, Lockwood",Jolon Fire,2019-09-01T16:35:55Z,0.000160897
1540,65,2019,Placer,2019-05-24T14:28:00Z,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",Sugar Fire,2019-05-10T14:14:00Z,0.000158459
1541,64,2019,Napa,,Hwy 128 and Wragg Canyon Rd 16 miles east of St. Helena,Canyon Fire,2019-07-22T15:05:34Z,0.000156021
1542,63,2019,Glenn,2019-10-03T12:03:00Z,Elk Creek,Elk Fire,2019-10-04T12:03:48Z,0.000153583
1543,63,2019,Tehama,2019-05-24T14:23:00Z,"Paskenta Rd and Canal View Road, northwest of Corning",Paskenta Fire,2019-05-20T10:57:00Z,0.000153583
1544,62,2019,San Mateo,2019-10-27T12:11:00Z,"Highway 1 and Gazos Creek Rd, south of Pescadero",Cabrillo Fire,2019-10-24T20:15:36Z,0.000151145
1545,60,2019,Santa Clara,,"Santa Teresa Blvd and Bayliss Drive, South San Jose",Bayliss Fire,2019-08-15T13:44:02Z,0.00014627
1546,58,2019,Butte,2019-09-12T18:49:00Z,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",Forbestown Fire,2019-09-06T15:18:52Z,0.000141394
1547,58,2019,Contra Costa,,"Sellers Ave and Delta Rd, 2 miles northeast of Brentwood",Sellers Fire,2019-08-07T15:13:52Z,0.000141394
1548,55,2019,Lassen,2019-10-16T13:44:00Z,"Shaffer Mountain, Northeast of Susanville in Lassen County",Horse Fire,2019-10-13T14:45:37Z,0.000134081
1549,55,2019,Riverside,2019-06-24T11:46:00Z,Off Avenue 66 in Thermal,66 Fire,2019-05-29T21:06:00Z,0.000134081
1550,53,2019,Lake,2019-09-08T07:00:00Z,"Highway 29 and Cole Creek Road, South of Kelseyville",Oak Fire,2019-09-07T14:00:00Z,0.000129205
1551,52,2019,San Luis Obispo,,"Off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo",Ranch Fire,2019-10-01T22:35:52Z,0.000126767
1552,52,2019,San Diego,2019-09-25T20:00:00Z,"near 14000 block of Willow Rd, Northeast Lakeside ",Willow Fire,2019-09-25T14:17:25Z,0.000126767
1553,50,2019,San Diego,,"off of Border road and Canyon Road, Southeast of Chula Vista ",Copper Fire,2019-10-31T06:39:56Z,0.000121891
1554,50,2019,Contra Costa,2019-10-28T16:26:00Z,"Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County",Forest Fire,2019-10-27T17:36:15Z,0.000121891
1555,50,2019,Sacramento,2019-08-02T17:00:00Z,off White Rock Road and Prairie City Road ,Prairie Fire ,2019-08-02T14:45:00Z,0.000121891
1556,50,2019,Napa,2019-06-17T08:46:00Z,"Pope Valley Rd, northeast of Calistoga",Ink Fire,2019-06-08T14:37:00Z,0.000121891
1557,50,2019,Butte,2019-05-08T08:47:00Z,"Off Munjar Rd, north of Chico",Meridian Fire,2019-05-01T16:46:00Z,0.000121891
1558,47,2019,Santa Clara,2019-07-15T18:19:00Z,"Off Aborn Road and Murillo Avenue, East San Jose ",Aborn Fire,2019-07-15T11:12:00Z,0.000114578
1559,47,2019,Tulare,2019-06-11T17:18:00Z,Off Mountain Road 56 East of Ducor ,Springs Fire,2019-06-10T17:51:00Z,0.000114578
1560,46,2019,Shasta,2019-08-13T16:15:00Z,Gas Point Rd & Lower Gas Point Rd in Igo,Lower Fire,2019-08-12T14:16:53Z,0.00011214
1561,46,2019,Tehama,2019-06-24T11:43:00Z,"off Corning Road and Paskenta Road, West of Corning",Paskenta Fire,2019-06-22T03:12:00Z,0.00011214
1562,45,2019,Riverside,2019-06-03T08:48:00Z,"Near the Intersection of Highway 95 and 2nd Avenue, in Blythe",Diversion Fire,2019-05-30T12:41:00Z,0.000109702
1563,44,2019,San Joaquin,2019-09-05T19:56:00Z,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",Flood Fire ,2019-09-05T14:33:01Z,0.000107264
1564,43,2019,Monterey,2019-06-17T08:46:00Z,near San Ardo,Ardo Fire,2019-06-12T17:23:00Z,0.000104827
1565,42,2019,Los Angeles,2019-10-31T14:16:00Z,"North Palisades Dr., Pacific Palisades",Palisades Fire,2019-10-21T11:52:52Z,0.000102389
1566,42,2019,Shasta,2019-10-10T19:05:00Z,Millville Plains Road and Sprig Road in Millville,Plains Fire,2019-10-10T15:49:07Z,0.000102389
1567,38,2019,Yuba,,"Camp Far West rd & Nisenan Ln, northeast of Wheatland",Far Fire,2019-07-06T20:21:25Z,9.26E-05
1568,35,2019,Santa Clara,,at Jamieson Road and Cañada Road near Gilroy,Jamieson Fire,2019-08-25T13:06:49Z,8.53E-05
1569,35,2019,El Dorado,2019-08-16T10:35:00Z,"Patterson Drive, south of Placerville",Patterson Fire,2019-08-15T17:47:43Z,8.53E-05
1570,35,2019,Siskiyou,,Hwy 96 near the Klamath River Community Hall,Community Fire,2019-07-27T10:15:00Z,8.53E-05
1571,35,2019,Santa Clara,2019-06-17T08:46:00Z,Calaveras Road and Weller Road East of Milpitas,Calaveras Fire ,2019-06-10T15:16:00Z,8.53E-05
1572,34,2019,Riverside,,Mead Valley ,Redwood Fire,2019-09-12T20:30:41Z,8.29E-05
1573,34,2019,Riverside,2019-08-23T23:00:00Z,Highway 371 cross of Yucca Road,Yucca Fire,2019-08-22T19:31:10Z,8.29E-05
1574,33,2019,Yolo,2019-08-10T15:07:00Z,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",Heavy Range Fire,2019-08-10T18:47:02Z,8.04E-05
1575,33,2019,Tulare,2019-06-04T16:03:00Z,off of Yokohl Drive in Tulare County ,Yokohl Fire,2019-06-03T12:18:00Z,8.04E-05
1576,30,2019,San Luis Obispo,2019-10-11T16:21:00Z,Highway 46 and Bitterwater Rd,Bitter Fire,2019-10-11T12:30:19Z,7.31E-05
1577,30,2019,Solano,,"Off Tyler Road and Jennings Road, Southwest of Vallejo",Mare Fire,2019-09-26T15:29:06Z,7.31E-05
1578,30,2019,Shasta,,"Highway 44 and Gilbert Drive, Palo Cedro, East of Redding",Gilbert Fire,2019-08-04T17:18:21Z,7.31E-05
1579,30,2019,Shasta,2019-07-06T20:03:00Z,Near Yolla Bolla Rd & Roaring Creek in Igo,Ranch Fire,2019-07-05T14:46:33Z,7.31E-05
1580,30,2019,Alameda,2019-06-24T11:06:00Z,off Grant Line Rd and Mountain House Rd,Mountain Fire,2019-06-21T14:42:00Z,7.31E-05
1581,30,2019,Riverside,2019-04-10T10:23:00Z,"Hwy 111 and Tramway Rd, Palm Springs",Girasol Fire,2019-04-09T22:18:00Z,7.31E-05
1582,30,2019,Humboldt,2019-01-15T10:38:00Z,"Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek",Pilot Fire,2019-01-01T14:14:00Z,7.31E-05
1583,29,2019,Santa Clara,2019-10-07T09:58:00Z,Highway 152 and Dinosaur Point Rd ,Point Fire ,2019-10-07T09:58:51.763Z,7.07E-05
1584,29,2019,Kern,2019-08-06T18:43:00Z,"Caliente Bodfish Rd, east of Bakersfield",Caliente Fire,2019-08-05T13:56:02Z,7.07E-05
1585,28,2019,Lake,2019-09-05T10:03:00Z,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",Glass Fire,2019-09-04T16:26:00Z,6.83E-05
1586,28,2019,San Diego,2019-06-30T16:50:00Z,"East of the Lower Otay Reservoir, East of Chula Vista",Otay Fire,2019-06-29T11:11:55Z,6.83E-05
1587,27,2019,Placer,2019-06-11T14:50:00Z,Watt Ave near Baseline Road ,Watt Fire,2019-06-07T12:59:00Z,6.58E-05
1588,26,2019,Riverside,2019-05-24T14:23:00Z,"Off Foothill Avenue & Orange Avenue, in Nuevo",Foothill Fire,2019-05-20T13:50:00Z,6.34E-05
1589,25,2019,Lake,,Hwy 29 and Spruce Grove Road in Lake County,Grove Fire,2019-10-17T20:06:00Z,6.09E-05
1590,25,2019,Fresno,,"Hwy 198 x Frame Rd, east of Monterey County Line",Frame Fire,2019-09-30T17:39:00Z,6.09E-05
1591,25,2019,Mexico,2019-08-28T08:54:00Z,Mexico / California International border in the area east of the Otay port of entry.,Border 10 Fire,2019-08-25T16:15:15Z,6.09E-05
1592,25,2019,San Diego,2019-08-28T08:54:00Z,Mexico / California International border in the area east of the Otay port of entry.,Border 10 Fire,2019-08-25T16:15:15Z,6.09E-05
1593,25,2019,Alameda,2019-07-05T03:20:00Z,"Christensen Road, Near Bethany Reservoir ",Bikeway Fire,2019-07-05T09:46:01.973Z,6.09E-05
1594,25,2019,Tulare,2019-06-11T14:48:00Z,Off of Balch Park Rd in Springville,Bear Fire,2019-06-03T12:18:00Z,6.09E-05
1595,24,2019,Contra Costa,2019-07-05T14:58:00Z, Franklin Canyon Rd. ,Fellow Fire,2019-07-05T13:33:56Z,5.85E-05
1596,24,2019,Solano,2019-06-17T08:49:00Z,Cordelia Road and Link Road ,Nelson Fire ,2019-06-07T12:59:00Z,5.85E-05
1597,23,2019,Contra Costa,2019-06-11T14:47:00Z,"Highway 4 and Willow Pass Rd, 2 miles west of Bay Point",Willow Fire,2019-06-06T14:24:00Z,5.61E-05
1598,22,2019,San Diego,2019-05-19T09:26:00Z,off Tin Can Canyon along the border in Otay Mesa,Border Fire,2019-05-13T18:46:00Z,5.36E-05
1599,21,2019,Tuolumne,2019-08-08T17:12:00Z,"10,000 Block Preston Lane, Jamestown",Preston Fire,2019-08-08T16:16:40Z,5.12E-05
1600,20,2019,Colusa,2019-08-14T18:51:00Z,Off of Spring Valley Road and Highway 20,Spring Fire ,2019-08-14T12:52:00Z,4.88E-05
1601,20,2019,Riverside,2019-08-12T08:21:00Z,David Mountain Radio Road at David Mountain Road in Beaumont,Radio Fire,2019-08-12T10:53:10Z,4.88E-05
1602,20,2019,Lake,2019-08-11T10:28:00Z,"Soda Bay Road and Golf Drive, northwest of Clearlake",Golf Fire,2019-08-08T14:55:59Z,4.88E-05
1603,20,2019,Riverside,2019-07-11T08:26:00Z,Off of Girard Street and Quiet Hills Drive ,Gibbel Fire ,2019-07-11T16:27:17Z,4.88E-05
1604,20,2019,Riverside,2019-06-27T17:36:00Z,Nuevo Road and Menifee Road,Nuevo Fire,2019-06-27T16:14:25Z,4.88E-05
1605,19,2019,Riverside,2019-11-01T08:55:00Z,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",Sobrante Fire ,2019-11-01T13:04:34Z,4.63E-05
1606,19,2019,Riverside,2019-09-30T09:05:00Z,Warren Rd & Old Mine Rd in Hemet,Warren Fire,2019-09-30T07:07:00Z,4.63E-05
1607,19,2019,Alameda,2019-08-31T12:50:00Z,eastbound 580 and North Flynn Road,Carroll Fire,2019-08-31T12:55:15Z,4.63E-05
1608,18,2019,Stanislaus,2019-10-04T10:39:00Z,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,Del Fire,2019-10-03T13:36:04Z,4.39E-05
1609,17,2019,San Benito,2019-09-04T20:33:00Z,"off of Grass Valley Road and Cienega Road, in Hollister",Foster Fire ,2019-09-04T20:33:59Z,4.14E-05
1610,17,2019,Santa Clara,2019-06-27T08:48:00Z,Mines Road and Turner Gulch in the San Antone Valley. ,Mines Fire,2019-06-26T18:06:54Z,4.14E-05
1611,17,2019,Butte,2019-06-24T11:06:00Z,Humboldt Road and Highway 32,32 Fire,2019-06-15T15:29:00Z,4.14E-05
1612,17,2019,Siskiyou,2019-06-17T10:39:00Z,"Rocky Rd and Harry Cash Rd, 9 miles east of Grenada ",Rocky Fire,2019-06-14T16:14:00Z,4.14E-05
1613,16,2019,Shasta,2019-09-24T14:52:00Z,at Whitmore Road and Cow Creek Ranch Road in Millville,Cow Fire,2019-09-24T08:40:45Z,3.90E-05
